NO,Tanggal,Kurs,Return
753,13/02/2019,14027,-0.004339327
754,14/02/2019,14093,0.004694176
755,15/02/2019,14116,0.001630686
756,18/02/2019,14106,-0.000708667
757,19/02/2019,14119,0.000921169
758,20/02/2019,14055,-0.004543204
759,21/02/2019,14057,0.000142288
760,22/02/2019,14079,0.001563833
761,25/02/2019,14007,-0.005127121
762,26/02/2019,13990,-0.001214416
763,27/02/2019,14004,0.001000214
764,28/02/2019,14062,0.004133121
765,01/03/2019,14111,0.003478511
766,04/03/2019,14149,0.002689315
767,05/03/2019,14146,-0.000212052
768,06/03/2019,14129,-0.001202476
769,08/03/2019,14223,0.00663095
770,11/03/2019,14324,0.00707608
771,12/03/2019,14251,-0.005109372
772,13/03/2019,14269,0.001262272
773,14/03/2019,14253,-0.001121941
774,15/03/2019,14310,0.003991183
775,18/03/2019,14242,-0.004763248
776,19/03/2019,14228,-0.000983491
777,20/03/2019,14231,0.00021083
778,21/03/2019,14102,-0.009106052
779,22/03/2019,14157,0.00389257
780,25/03/2019,14223,0.004651171
781,26/03/2019,14171,-0.00366275
782,27/03/2019,14202,0.002185177
783,28/03/2019,14255,0.003724923
784,29/03/2019,14244,-0.000771957
785,01/04/2019,14231,-0.000913082
786,02/04/2019,14237,0.000421526
787,04/04/2019,14182,-0.003870655
788,05/04/2019,14158,-0.00169372
789,08/04/2019,14145,-0.000918631
790,09/04/2019,14150,0.000353419
791,10/04/2019,14155,0.000353294
792,11/04/2019,14156,7.06439E-05
793,12/04/2019,14153,-0.000211947
794,15/04/2019,14067,-0.006094987
795,16/04/2019,14066,-7.10909E-05
796,18/04/2019,14016,-0.003561004
797,22/04/2019,14056,0.002849817
798,23/04/2019,14080,0.001706
799,24/04/2019,14112,0.002270149
800,25/04/2019,14154,0.00297177
801,26/04/2019,14188,0.002399267
802,29/04/2019,14188,0
803,30/04/2019,14215,0.001901208
804,02/05/2019,14245,0.002108223
805,03/05/2019,14282,0.002594035
806,06/05/2019,14308,0.001818818
807,07/05/2019,14309,6.98885E-05
808,08/05/2019,14305,-0.000279583
809,09/05/2019,14338,0.002304229
810,10/05/2019,14347,0.000627506
811,13/05/2019,14362,0.001044969
812,14/05/2019,14444,0.005693274
813,15/05/2019,14448,0.000276893
814,16/05/2019,14458,0.000691898
815,17/05/2019,14469,0.000760535
816,20/05/2019,14478,0.000621826
817,21/05/2019,14462,-0.001105736
818,22/05/2019,14488,0.001796201
819,23/05/2019,14513,0.001724079
820,24/05/2019,14451,-0.004281183
821,27/05/2019,14360,-0.006317053
822,28/05/2019,14380,0.001391789
823,29/05/2019,14417,0.002569714
824,31/05/2019,14385,-0.002222069
825,10/06/2019,14231,-0.010763313
826,11/06/2019,14258,0.001895469
827,12/06/2019,14234,-0.001684684
828,13/06/2019,14270,0.002525963
829,14/06/2019,14304,0.002379787
830,17/06/2019,14346,0.002931939
831,18/06/2019,14334,-0.00083682
832,19/06/2019,14271,-0.004404831
833,20/06/2019,14236,-0.002455538
834,21/06/2019,14116,-0.008465062
835,24/06/2019,14165,0.003465227
836,25/06/2019,14138,-0.001907926
837,26/06/2019,14174,0.002543093
838,27/06/2019,14180,0.000423221
839,28/06/2019,14141,-0.002754142
840,01/07/2019,14117,-0.001698634
841,02/07/2019,14140,0.001627916
842,03/07/2019,14160,0.001413428
843,04/07/2019,14106,-0.003820849
844,05/07/2019,14148,0.002973033
845,08/07/2019,14147,-7.06839E-05
846,09/07/2019,14129,-0.001273165
847,10/07/2019,14152,0.001626534
848,11/07/2019,14089,-0.004461606
849,12/07/2019,14085,-0.00028395
850,15/07/2019,13970,-0.008198228
851,16/07/2019,13925,-0.003226387
852,17/07/2019,13949,0.001722035
853,18/07/2019,13976,0.001933752
854,19/07/2019,13913,-0.004517918
855,22/07/2019,13963,0.003587319
856,23/07/2019,13973,0.000715922
857,24/07/2019,14011,0.002715839
858,25/07/2019,13986,-0.001785906
859,26/07/2019,14001,0.001071926
860,29/07/2019,14010,0.000642605
861,30/07/2019,14034,0.001711596
862,31/07/2019,14026,-0.000570207
863,01/08/2019,14098,0.005120193
864,02/08/2019,14203,0.007420267
865,05/08/2019,14231,0.001969474
866,06/08/2019,14344,0.007909053
867,07/08/2019,14275,-0.004821981
868,08/08/2019,14231,-0.003087072
869,09/08/2019,14195,-0.002532894
870,12/08/2019,14220,0.001759634
871,13/08/2019,14283,0.004420595
872,14/08/2019,14234,-0.00343655
873,15/08/2019,14296,0.004346309
874,16/08/2019,14258,-0.002661625
875,19/08/2019,14203,-0.003864943
876,20/08/2019,14262,0.004145448
877,21/08/2019,14259,-0.000210371
878,22/08/2019,14234,-0.001754817
879,23/08/2019,14249,0.00105326
880,26/08/2019,14261,0.00084181
881,27/08/2019,14235,-0.001824818
882,28/08/2019,14263,0.001965051
883,29/08/2019,14254,-0.000631202
884,30/08/2019,14237,-0.001193359
885,02/09/2019,14190,-0.003306718
886,03/09/2019,14217,0.00190094
887,04/09/2019,14218,7.03359E-05
888,05/09/2019,14153,-0.004582152
889,06/09/2019,14140,-0.000918955
890,09/09/2019,14092,-0.0034004
891,10/09/2019,14031,-0.004338093
892,11/09/2019,14063,0.002278067
893,12/09/2019,14052,-0.0007825
894,13/09/2019,13950,-0.007285226
895,16/09/2019,14020,0.005005373
896,17/09/2019,14100,0.005689916
897,18/09/2019,14080,-0.001419447
898,19/09/2019,14099,0.001348522
899,20/09/2019,14085,-0.000993472
900,23/09/2019,14077,-0.000568141
901,24/09/2019,14099,0.001561613
902,25/09/2019,14134,0.002479369
903,26/09/2019,14162,0.001979079
904,27/09/2019,14197,0.002468353
905,30/09/2019,14174,-0.001621374
906,01/10/2019,14196,0.001550934
907,02/10/2019,14207,0.000774566
908,03/10/2019,14193,-0.000985916
909,04/10/2019,14135,-0.004094894
910,07/10/2019,14156,0.001484571
911,08/10/2019,14170,0.000988491
912,09/10/2019,14182,0.000846501
913,10/10/2019,14157,-0.001764353
914,11/10/2019,14139,-0.001272265
915,14/10/2019,14126,-0.000919866
916,15/10/2019,14140,0.000990589
917,16/10/2019,14187,0.003318392
918,17/10/2019,14172,-0.001057865
919,18/10/2019,14140,-0.002260527
920,21/10/2019,14132,-0.000565931
921,22/10/2019,14058,-0.005250101
922,23/10/2019,14051,-0.000498061
923,24/10/2019,13996,-0.003921993
924,25/10/2019,14064,0.004846766
925,28/10/2019,14023,-0.002919502
926,29/10/2019,14028,0.000356494
927,30/10/2019,14044,0.001139926
928,31/10/2019,14008,-0.002566663
929,01/11/2019,14066,0.004131943
930,04/11/2019,14002,-0.004560361
931,05/11/2019,14031,0.002068991
932,06/11/2019,13992,-0.00278343
933,07/11/2019,14040,0.003424661
934,08/11/2019,14020,-0.001425517
935,11/11/2019,14040,0.001425517
936,12/11/2019,14059,0.001352362
937,13/11/2019,14082,0.001634626
938,14/11/2019,14098,0.001135557
939,15/11/2019,14069,-0.002059148
940,18/11/2019,14075,0.000426379
941,19/11/2019,14091,0.001136122
942,20/11/2019,14097,0.000425713
943,21/11/2019,14112,0.00106349
944,22/11/2019,14100,-0.000850702
945,25/11/2019,14091,-0.000638502
946,26/11/2019,14081,-0.000709925
947,27/11/2019,14096,0.001064698
948,28/11/2019,14099,0.000212804
949,29/11/2019,14102,0.000212758
950,02/12/2019,14122,0.001417234
951,03/12/2019,14130,0.000566332
952,04/12/2019,14125,-0.00035392
953,05/12/2019,14094,-0.002197102
954,06/12/2019,14037,-0.004052474
955,09/12/2019,14021,-0.001140495
956,10/12/2019,14004,-0.001213203
957,11/12/2019,14025,0.001498448
958,12/12/2019,14042,0.001211387
959,13/12/2019,13982,-0.004282051
960,16/12/2019,14004,0.001572215
961,17/12/2019,14018,0.000999215
962,18/12/2019,14007,-0.000785013
963,19/12/2019,13983,-0.001714899
964,20/12/2019,13993,0.000714899
965,23/12/2019,13978,-0.00107254
966,26/12/2019,13982,0.000286123
967,27/12/2019,13956,-0.001861265
968,30/12/2019,13945,-0.000788502
969,31/12/2019,13901,-0.003160241
970,02/01/2020,13895,-0.000431717
971,03/01/2020,13899,0.000287832
972,06/01/2020,13961,0.004450833
973,07/01/2020,13919,-0.003012915
974,08/01/2020,13934,0.001077083
975,09/01/2020,13860,-0.005324903
976,10/01/2020,13812,-0.003469214
977,13/01/2020,13708,-0.007558176
978,14/01/2020,13654,-0.003947085
979,15/01/2020,13706,0.003801174
980,16/01/2020,13658,-0.003508263
981,17/01/2020,13648,-0.00073244
982,20/01/2020,13654,0.000439528
983,21/01/2020,13658,0.000292912
984,22/01/2020,13678,0.001463272
985,23/01/2020,13626,-0.00380897
986,24/01/2020,13632,0.000440238
987,27/01/2020,13612,-0.001468213
988,28/01/2020,13647,0.002567961
989,29/01/2020,13634,-0.000953044
990,30/01/2020,13652,0.001319358
991,31/01/2020,13662,0.000732225
992,03/02/2020,13726,0.004673588
993,04/02/2020,13760,0.002473988
994,05/02/2020,13717,-0.003129893
995,06/02/2020,13662,-0.004017683
996,07/02/2020,13647,-0.001098539
997,10/02/2020,13708,0.004459887
998,11/02/2020,13686,-0.001606191
999,12/02/2020,13659,-0.001974768
1000,13/02/2020,13679,0.001463165
1001,14/02/2020,13707,0.002044841
1002,17/02/2020,13693,-0.001021898
1003,18/02/2020,13676,-0.001242282
1004,19/02/2020,13717,0.002993468
1005,20/02/2020,13735,0.00131138
1006,21/02/2020,13777,0.003053216
1007,24/02/2020,13863,0.006222885
1008,25/02/2020,13893,0.002161696
1009,26/02/2020,13966,0.005240688
1010,27/02/2020,14018,0.003716414
1011,28/02/2020,14234,0.015291251
1012,02/03/2020,14413,0.012497108
1013,03/03/2020,14222,-0.013340516
1014,04/03/2020,14171,-0.003592439
1015,05/03/2020,14168,-0.000211722
1016,06/03/2020,14267,0.006963278
1017,09/03/2020,14342,0.005243117
1018,10/03/2020,14411,0.004799508
1019,11/03/2020,14323,-0.006125167
1020,12/03/2020,14490,0.01159212
1021,13/03/2020,14815,0.022181425
1022,16/03/2020,14818,0.000202477
1023,17/03/2020,15083,0.017725624
1024,18/03/2020,15223,0.00923916
1025,19/03/2020,15712,0.03161731
1026,20/03/2020,16273,0.035082541
1027,23/03/2020,16608,0.020377214
1028,24/03/2020,16486,-0.007372971
1029,26/03/2020,16328,-0.00963011
1030,27/03/2020,16230,-0.006020044
1031,30/03/2020,16336,0.00650988
1032,31/03/2020,16367,0.001895851
1033,01/04/2020,16413,0.002806591
1034,02/04/2020,16741,0.019787097
1035,03/04/2020,16464,-0.016684621
1036,06/04/2020,16556,0.005572395
1037,07/04/2020,16410,-0.008857669
1038,08/04/2020,16245,-0.010105736
1039,09/04/2020,16241,-0.00024626
1040,13/04/2020,15840,-0.025000523
1041,14/04/2020,15722,-0.007477381
1042,15/04/2020,15707,-0.000954533
1043,16/04/2020,15787,0.005080344
1044,17/04/2020,15503,-0.018153263
1045,20/04/2020,15543,0.002576823
1046,21/04/2020,15643,0.006413156
1047,22/04/2020,15567,-0.004870244
1048,23/04/2020,15630,0.004038855
1049,24/04/2020,15553,-0.004938598
1050,27/04/2020,15591,0.002440279
1051,28/04/2020,15488,-0.006628294
1052,29/04/2020,15415,-0.004724469
1053,30/04/2020,15157,-0.01687859
1054,04/05/2020,15073,-0.005557408
1055,05/05/2020,15104,0.002054546
1056,06/05/2020,15127,0.001521617
1057,08/05/2020,15009,-0.007831205
1058,11/05/2020,14936,-0.004875615
1059,12/05/2020,14978,0.002808052
1060,13/05/2020,14887,-0.006094109
1061,14/05/2020,14946,0.003955357
1062,15/05/2020,14909,-0.002478648
1063,18/05/2020,14885,-0.001611063
1064,19/05/2020,14823,-0.004173966
1065,20/05/2020,14785,-0.002566875
1066,26/05/2020,14774,-0.000744274
1067,27/05/2020,14761,-0.000880312
1068,28/05/2020,14769,0.000541822
1069,29/05/2020,14733,-0.002440514
1070,02/06/2020,14502,-0.015803305
1071,03/06/2020,14245,-0.017880603
1072,04/06/2020,14165,-0.005631835
1073,05/06/2020,14100,-0.004599336
1074,08/06/2020,13956,-0.010265274
1075,09/06/2020,13973,0.001217373
1076,10/06/2020,14083,0.0078415
1077,11/06/2020,14014,-0.004911566
1078,12/06/2020,14257,0.017191184
1079,15/06/2020,14228,-0.00203616
1080,16/06/2020,14155,-0.005143936
1081,17/06/2020,14234,0.00556555
1082,18/06/2020,14186,-0.003377906
1083,19/06/2020,14242,0.003939783
1084,22/06/2020,14209,-0.002319779
1085,23/06/2020,14265,0.003933418
1086,24/06/2020,14160,-0.007387896
1087,25/06/2020,14231,0.005001595
1088,26/06/2020,14239,0.000561995
1089,29/06/2020,14369,0.009088429
1090,30/06/2020,14302,-0.004673721
1091,01/07/2020,14341,0.00272318
1092,02/07/2020,14516,0.012128922
1093,03/07/2020,14566,0.003438556
1094,06/07/2020,14547,-0.001305259
1095,07/07/2020,14456,-0.006275234
1096,08/07/2020,14460,0.000276663
1097,09/07/2020,14446,-0.000968657
1098,10/07/2020,14501,0.003800053
1099,13/07/2020,14486,-0.001034947
1100,14/07/2020,14512,0.001793228
1101,15/07/2020,14616,0.007140926
1102,16/07/2020,14632,0.001094092
1103,17/07/2020,14780,0.010064004
1104,20/07/2020,14832,0.003512093
1105,21/07/2020,14813,-0.001281835
1106,22/07/2020,14655,-0.010723599
1107,23/07/2020,14669,0.000954849
1108,24/07/2020,14614,-0.00375645
1109,27/07/2020,14605,-0.000616038
1110,28/07/2020,14543,-0.004254158
1111,29/07/2020,14570,0.001854842
1112,30/07/2020,14653,0.005680472
1113,03/08/2020,14713,0.004086364
1114,04/08/2020,14697,-0.001088065
1115,05/08/2020,14623,-0.00504776
1116,06/08/2020,14587,-0.002464911
1117,07/08/2020,14647,0.004104815
1118,10/08/2020,14750,0.007007546
1119,11/08/2020,14728,-0.001492639
1120,12/08/2020,14777,0.003321474
1121,13/08/2020,14877,0.006744478
1122,14/08/2020,14917,0.002685106
1123,18/08/2020,14907,-0.000670601
1124,19/08/2020,14786,-0.008150114
1125,24/08/2020,14794,0.000540906
1126,25/08/2020,14632,-0.011010782
1127,26/08/2020,14636,0.000273336
1128,27/08/2020,14714,0.005315174
1129,28/08/2020,14702,-0.000815883
1130,31/08/2020,14554,-0.010117669
1131,01/09/2020,14615,0.004182529
1132,02/09/2020,14804,0.012849016
1133,03/09/2020,14818,0.000945243
1134,04/09/2020,14792,-0.001756164
1135,07/09/2020,14754,-0.002572262
1136,08/09/2020,14798,0.002977804
1137,09/09/2020,14853,0.003709829
1138,10/09/2020,14871,0.001211143
1139,11/09/2020,14979,0.007236212
1140,14/09/2020,14974,-0.000333856
1141,15/09/2020,14870,-0.006969603
1142,16/09/2020,14844,-0.001750017
1143,17/09/2020,14878,0.002287869
1144,18/09/2020,14768,-0.007420934
1145,21/09/2020,14723,-0.003051781
1146,22/09/2020,14782,0.003999327
1147,23/09/2020,14835,0.003579029
1148,24/09/2020,14949,0.007655154
1149,25/09/2020,14951,0.000133779
1150,28/09/2020,14959,0.000534938
1151,29/09/2020,14920,-0.002610531
1152,30/09/2020,14918,-0.000134057
1153,01/10/2020,14876,-0.002819361
1154,02/10/2020,14890,0.000940671
1155,05/10/2020,14867,-0.001545855
1156,06/10/2020,14712,-0.010480504
1157,07/10/2020,14784,0.004882028
1158,08/10/2020,14750,-0.002302432
1159,09/10/2020,14737,-0.000881745
1160,12/10/2020,14746,0.000610521
1161,13/10/2020,14793,0.003182236
1162,14/10/2020,14780,-0.00087918
1163,15/10/2020,14760,-0.001354096
1164,16/10/2020,14766,0.000406421
1165,19/10/2020,14741,-0.001694514
1166,20/10/2020,14729,-0.000814388
1167,21/10/2020,14658,-0.004832078
1168,22/10/2020,14697,0.00265713
1169,23/10/2020,14738,0.002785801
1170,26/10/2020,14697,-0.002785801
1171,27/10/2020,14690,-0.000476401
1172,02/11/2020,14718,0.001904244
1173,03/11/2020,14609,-0.007433457
1174,04/11/2020,14557,-0.0035658
1175,05/11/2020,14439,-0.008139099
1176,06/11/2020,14321,-0.008205887
1177,09/11/2020,14172,-0.010458804
1178,10/11/2020,14015,-0.011140002
1179,11/11/2020,14076,0.004343035
1180,12/11/2020,14187,0.007854833
1181,13/11/2020,14222,0.002464009
1182,16/11/2020,14139,-0.005853125
1183,17/11/2020,14073,-0.004678869
1184,18/11/2020,14118,0.003192511
1185,19/11/2020,14167,0.003464737
1186,20/11/2020,14228,0.004296538
1187,23/11/2020,14164,-0.00450832
1188,24/11/2020,14196,0.002256701
1189,25/11/2020,14169,-0.001903755
1190,26/11/2020,14130,-0.002756283
1191,27/11/2020,14145,0.001061008
1192,30/11/2020,14128,-0.001202561
1193,01/12/2020,14178,0.003532824
1194,02/12/2020,14164,-0.000987933
1195,03/12/2020,14177,0.000917399
1196,04/12/2020,14182,0.000352622
1197,07/12/2020,14135,-0.003319564
1198,08/12/2020,14164,0.002049543
1199,10/12/2020,14130,-0.002403338
1200,11/12/2020,14102,-0.001983565
1201,14/12/2020,14158,0.003963204
1202,15/12/2020,14171,0.000917787
1203,16/12/2020,14151,-0.00141233
1204,17/12/2020,14152,7.06639E-05
1205,18/12/2020,14146,-0.000424058
1206,21/12/2020,14180,0.002400622
1207,22/12/2020,14218,0.002676246
1208,23/12/2020,14282,0.004491236
1209,28/12/2020,14184,-0.006885434
1210,29/12/2020,14169,-0.001058089
1211,30/12/2020,14105,-0.004527135
1212,04/01/2021,13903,-0.0144247
1213,05/01/2021,13945,0.003016377
1214,06/01/2021,13926,-0.001363425
1215,07/01/2021,13938,0.000861326
1216,08/01/2021,14058,0.008572706
1217,11/01/2021,14155,0.00687629
1218,12/01/2021,14231,0.005354765
1219,13/01/2021,14109,-0.008609792
1220,14/01/2021,14119,0.000708516
1221,15/01/2021,14068,-0.003618693
1222,18/01/2021,14080,0.000852636
1223,19/01/2021,14086,0.000426046
1224,20/01/2021,14065,-0.001491954
1225,21/01/2021,14039,-0.001850271
1226,22/01/2021,14054,0.001067882
1227,25/01/2021,14082,0.001990333
1228,26/01/2021,14086,0.00028401
1229,27/01/2021,14091,0.000354899
1230,28/01/2021,14119,0.001985112
1231,29/01/2021,14084,-0.002482007
1232,01/02/2021,14042,-0.002986563
1233,02/02/2021,14044,0.00014242
1234,03/02/2021,14017,-0.00192438
1235,04/02/2021,14036,0.001354579
1236,05/02/2021,14062,0.001850666
1237,08/02/2021,14000,-0.004418794
1238,09/02/2021,14000,0
1239,10/02/2021,13989,-0.000786023
1240,11/02/2021,14011,0.001571429
1241,15/02/2021,13946,-0.004650007
1242,16/02/2021,13875,-0.005104069
1243,17/02/2021,14019,0.010324893
1244,18/02/2021,14059,0.002849208
1245,19/02/2021,14085,0.001847641
1246,22/02/2021,14098,0.000922542
1247,23/02/2021,14126,0.001984128
1248,24/02/2021,14089,-0.00262272
1249,25/02/2021,14104,0.001064094
1250,26/02/2021,14229,0.00882369
1251,01/03/2021,14300,0.004977402
1252,02/03/2021,14307,0.000489391
1253,03/03/2021,14334,0.00188541
1254,04/03/2021,14299,-0.002444733
1255,05/03/2021,14371,0.005022682
1256,08/03/2021,14390,0.001321234
1257,09/03/2021,14468,0.005405793
1258,10/03/2021,14421,-0.003253837
1259,12/03/2021,14371,-0.00347319
1260,15/03/2021,14418,0.003265139
1261,16/03/2021,14424,0.00041606
1262,17/03/2021,14459,0.002423572
1263,18/03/2021,14412,-0.003255865
1264,19/03/2021,14476,0.004430913
1265,22/03/2021,14456,-0.001382552
1266,23/03/2021,14421,-0.002424076
1267,24/03/2021,14455,0.002354898
1268,25/03/2021,14464,0.000622428
1269,26/03/2021,14446,-0.001245244
1270,29/03/2021,14434,-0.000831025
1271,30/03/2021,14481,0.003250911
1272,31/03/2021,14572,0.006264434
1273,01/04/2021,14577,0.000343065
1274,05/04/2021,14533,-0.003023018
1275,06/04/2021,14519,-0.000963789
1276,07/04/2021,14513,-0.000413337
1277,08/04/2021,14580,0.004605927
1278,09/04/2021,14580,0
1279,12/04/2021,14631,0.003491839
1280,13/04/2021,14648,0.001161242
1281,14/04/2021,14633,-0.001024555
1282,15/04/2021,14646,0.000888009
1283,16/04/2021,14592,-0.003693827
1284,19/04/2021,14568,-0.001646091
1285,20/04/2021,14508,-0.004127121
1286,21/04/2021,14549,0.002822041
1287,22/04/2021,14530,-0.001306785
1288,23/04/2021,14548,0.00123805
1289,26/04/2021,14489,-0.004063786
1290,27/04/2021,14497,0.000551991
1291,28/04/2021,14510,0.000896335
1292,29/04/2021,14468,-0.002898753
1293,30/04/2021,14453,-0.001037309
1294,03/05/2021,14467,0.000968188
1295,04/05/2021,14431,-0.002491523
1296,05/05/2021,14439,0.000554209
1297,06/05/2021,14364,-0.005207803
1298,07/05/2021,14289,-0.005235066
1299,10/05/2021,14198,-0.006388901
1300,11/05/2021,14203,0.0003521
1301,17/05/2021,14284,0.00568682
1302,18/05/2021,14300,0.001119508
1303,19/05/2021,14313,0.000908678
1304,20/05/2021,14396,0.005782175
1305,21/05/2021,14375,-0.001459804
1306,24/05/2021,14362,-0.000904757
1307,25/05/2021,14335,-0.00188173
1308,27/05/2021,14312,-0.001605753
1309,28/05/2021,14310,-0.000139753
1310,31/05/2021,14292,-0.001258653
1311,02/06/2021,14276,-0.001120135
1312,03/06/2021,14297,0.001469919
1313,04/06/2021,14316,0.001328068
1314,07/06/2021,14271,-0.003148287
1315,08/06/2021,14262,-0.000630849
1316,09/06/2021,14262,0
1317,10/06/2021,14240,-0.001543752
1318,11/06/2021,14206,-0.002390495
1319,14/06/2021,14222,0.001125651
1320,15/06/2021,14244,0.001545704
1321,16/06/2021,14257,0.000912249
1322,17/06/2021,14378,0.008451246
1323,18/06/2021,14403,0.001737258
1324,21/06/2021,14453,0.003465487
1325,22/06/2021,14421,-0.002216528
1326,23/06/2021,14454,0.002285715
1327,24/06/2021,14462,0.000553327
1328,25/06/2021,14447,-0.001037739
1329,28/06/2021,14472,0.001728968
1330,29/06/2021,14496,0.001657001
1331,30/06/2021,14542,0.003168265
1332,01/07/2021,14539,-0.00020632
1333,02/07/2021,14564,0.001718036
1334,05/07/2021,14482,-0.005646231
1335,06/07/2021,14468,-0.000967185
1336,07/07/2021,14500,0.002209335
1337,08/07/2021,14548,0.003304878
1338,09/07/2021,14548,0
1339,12/07/2021,14486,-0.004270861
1340,13/07/2021,14486,0
1341,14/07/2021,14493,0.000483108
1342,15/07/2021,14503,0.00068975
1343,16/07/2021,14517,0.000964852
1344,19/07/2021,14524,0.000482077
1345,21/07/2021,14554,0.002063416
1346,22/07/2021,14508,-0.003165649
1347,23/07/2021,14501,-0.000482609
1348,26/07/2021,14494,-0.000482842
1349,27/07/2021,14489,-0.00034503
1350,28/07/2021,14498,0.000620968
1351,29/07/2021,14491,-0.000482942
1352,30/07/2021,14462,-0.002003247
1353,02/08/2021,14456,-0.000414966
1354,03/08/2021,14362,-0.006523724
1355,04/08/2021,14324,-0.002649378
1356,05/08/2021,14342,0.001255843
1357,06/08/2021,14369,0.001880813
1358,09/08/2021,14378,0.000626152
1359,10/08/2021,14397,0.001320591
1360,12/08/2021,14389,-0.000555826
1361,13/08/2021,14388,-6.94999E-05
1362,16/08/2021,14383,-0.000347572
1363,18/08/2021,14384,6.95241E-05
1364,19/08/2021,14414,0.002083479
1365,20/08/2021,14464,0.003462847
1366,23/08/2021,14415,-0.003393473
1367,24/08/2021,14391,-0.00166632
1368,25/08/2021,14408,0.001180597
1369,26/08/2021,14423,0.001040547
1370,27/08/2021,14431,0.000554516
1371,30/08/2021,14374,-0.003957651
1372,31/08/2021,14306,-0.004741989
1373,01/09/2021,14284,-0.001539
1374,02/09/2021,14281,-0.000210047
1375,03/09/2021,14261,-0.001401444
1376,06/09/2021,14239,-0.00154386
1377,07/09/2021,14195,-0.003094889
1378,08/09/2021,14266,0.004989294
1379,09/09/2021,14272,0.000420492
1380,10/09/2021,14225,-0.003298596
1381,13/09/2021,14260,0.002457435
1382,14/09/2021,14257,-0.000210401
1383,15/09/2021,14252,-0.000350766
1384,16/09/2021,14238,-0.000982801
1385,17/09/2021,14233,-0.000351235
1386,20/09/2021,14251,0.001263868
1387,21/09/2021,14244,-0.000491314
1388,22/09/2021,14249,0.000350963
1389,23/09/2021,14256,0.000491142
1390,24/09/2021,14250,-0.000420964
1391,27/09/2021,14258,0.000561246
1392,28/09/2021,14269,0.000771199
1393,29/09/2021,14307,0.002659576
1394,30/09/2021,14321,0.000978064
1395,01/10/2021,14315,-0.000419053
1396,04/10/2021,14276,-0.002728133
1397,05/10/2021,14260,-0.001121391
1398,06/10/2021,14245,-0.001052447
1399,07/10/2021,14238,-0.000491521
1400,08/10/2021,14225,-0.000913467
1401,11/10/2021,14210,-0.001055038
1402,12/10/2021,14217,0.00049249
1403,13/10/2021,14221,0.000281314
1404,14/10/2021,14155,-0.004651827
1405,15/10/2021,14084,-0.005028517
1406,18/10/2021,14096,0.000851668
1407,19/10/2021,14080,-0.001135718
1408,21/10/2021,14133,0.003757138
1409,22/10/2021,14162,0.002049833
1410,25/10/2021,14183,0.001481743
1411,26/10/2021,14165,-0.001269931
1412,27/10/2021,14184,0.001340435
1413,28/10/2021,14199,0.001056971
1414,29/10/2021,14171,-0.001973917
